Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
respiratory system development (GO:0060541)	6/112	0.000000026382349764715231164488348889092528271049786781077273190021514892578125	0.00000232692324924788341186892952350273588990603457204997539520263671875	0.00000348952012585979419215481515947896440366093884222209453582763671875	0.0003077756751008338376683626247398706254898570477962493896484375	-1.433623119744447	25.01754149342866	Btk29A;Dl;dmt;Stat92E;mbo;thr
dorsal/ventral lineage restriction, imaginal disc (GO:0007451)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-5.457577326602033	24.372826474634273	Dl
retinal cell programmed cell death (GO:0046666)	2/13	0.00020360244560326497330164652321826679326477460563182830810546875	0.002290680711563304605693502935537253506481647491455078125	0.00132410108248656017103372928289672927348874509334564208984375	0.0176948053750476674839120505566825158894062042236328125	-2.769138459951573	23.535852771628576	hpo;Dl
cellular response to X-ray (GO:0071481)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-5.084805374062628	23.487836979796242	Stat92E
positive regulation of hh target transcription factor activity (GO:0007228)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-5.053150000026648	23.341613828624276	cos
negative regulation of cell fate specification (GO:0009996)	2/17	0.000353535616874966888457942904011588325374759733676910400390625	0.003464649045374675571939970808443831629119813442230224609375	0.0021368737469655203244089936021055109449662268161773681640625	0.0236427413898001488601341435469294083304703235626220703125	-2.92622323833552	23.256236212922147	Su(H);Dl
negative regulation of antimicrobial humoral response (GO:0008348)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-5.079519110918419	22.684467934434974	Stat92E
defasciculation of motor neuron axon (GO:0007415)	2/9	0.00009435950948607187073642610375401318378862924873828887939453125	0.00156561189188630131390034261329446962918154895305633544921875	0.0006999172325655640160280146488958052941597998142242431640625	0.0134201521548440762254816860377104603685438632965087890625	-2.4232879776942773	22.459998661802196	tok;pbl
positive regulation of cell cycle (GO:0045787)	3/34	0.00002365067761595942595685519715953404329411569051444530487060546875	0.00054894467519147932717260562895944531192071735858917236328125	0.0003169826295390682229131951164191605130326934158802032470703125	0.00822290233098406375678024460285087116062641143798828125	-2.027429927554228	21.596424429950954	CycA;Dl;CycE
negative regulation of humoral immune response (GO:0002921)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.708942645025135	21.029521910166057	Stat92E
negative regulation of glial cell proliferation (GO:0060253)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.666075029619019	20.83808074696313	hpo
regulation of cyclin-dependent protein kinase activity (GO:1904029)	2/16	0.0003122654817079317281225403490907410741783678531646728515625	0.0032025366844929737709934958189705866971053183078765869140625	0.00191628971046511518104560334307961966260336339473724365234375	0.0228401016841923189260032955871793092228472232818603515625	-2.578076261903994	20.809346865228157	CycA;CycE
regulation of cell cycle G1/S phase transition (GO:1902806)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-4.49505392738684	20.763645035542428	CycA
sister chromatid segregation (GO:0000819)	3/34	0.00002365067761595942595685519715953404329411569051444530487060546875	0.00054894467519147932717260562895944531192071735858917236328125	0.0003169826295390682229131951164191605130326934158802032470703125	0.00822290233098406375678024460285087116062641143798828125	-1.9450962575630677	20.719396396656794	glu;CycA;thr
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-4.463255547510978	20.616761308870085	hpo
signal transduction downstream of smoothened (GO:0007227)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-4.434380576625839	20.483381452798103	cos
regulation of ERK1 and ERK2 cascade (GO:0070372)	3/33	0.00002158811749344632184544577613305449403924285434186458587646484375	0.00054894467519147932717260562895944531192071735858917236328125	0.00029200015662305604628723454396777015062980353832244873046875	0.00822290233098406375678024460285087116062641143798828125	-1.8842912405873724	20.243633294799707	cnk;Pde8;alph
syncytial blastoderm mitotic cell cycle (GO:0035186)	2/18	0.0003973171109090208497245655383522944248397834599018096923828125	0.0037280179981037911592089972856456370209343731403350830078125	0.00236891546371306889462449163374913041479885578155517578125	0.02374299362494235177134527248199447058141231536865234375	-2.5458745612796347	19.936172975817016	E(z);CycA
positive regulation of mitotic cell cycle phase transition (GO:1901992)	2/25	0.00077344470379193280308582902904390721232630312442779541015625	0.006090877042361470851405957915858380147255957126617431640625	0.004307258675025660808743932506104101776145398616790771484375	0.035175945846042895592820087813379359431564807891845703125	-2.7541710009216054	19.732688830105587	Su(H);CycE
regulation of double-strand break repair via homologous recombination (GO:0010569)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.335606856198973	19.362253110605856	spn-A
negative regulation of canonical Wnt signaling pathway (GO:0090090)	3/35	0.0000258388549433480218977914055766831324945087544620037078857421875	0.00056974675150082390757966255279143297229893505573272705078125	0.000343305421886236469992959019492673178319819271564483642578125	0.0084109828362127943279791253416988183744251728057861328125	-1.8155952554774697	19.17927867529576	hpo;pbl;tum
response to ionizing radiation (GO:0010212)	2/22	0.000597399048290166005160950479790926692658104002475738525390625	0.005165744711685553262892067749589841696433722972869873046875	0.0034100426486154901579983533821405217167921364307403564453125	0.031329766834154816612656446750406757928431034088134765625	-2.5715076836339317	19.088109303252	hpo;spn-A
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.214032502235479	18.81931794806133	hpo
open tracheal system development (GO:0007424)	6/155	0.00000018319789389594267377196876341038933588833970134146511554718017578125	0.000010098783901013839382136520750332664420056971721351146697998046875	0.000020920771911876048852578502401655669018509797751903533935546875	0.0011357414075137072483057121274896417162381112575531005859375	-1.2039762514918966	18.676921049237194	cnk;Btk29A;Dl;Stat92E;mbo;thr
negative regulation of terminal cell fate specification, open tracheal system (GO:0035155)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.1718162797093825	18.6307858202566	Dl
negative regulation of gliogenesis (GO:0014014)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.16818373307609	18.614563342139302	hpo
negative regulation of multicellular organismal process (GO:0051241)	3/51	0.00008074893170657086965795457000893975418875925242900848388671875	0.001539474659001660410140299717340894858352839946746826171875	0.000970399017011195665072254001870533102191984653472900390625	0.01556261944128371765838636520129512064158916473388671875	-1.9640663884256946	18.509687336989458	Su(H);hpo;Dl
negative regulation of Wnt signaling pathway (GO:0030178)	3/40	0.00003878634627250206363957563127087269094772636890411376953125	0.00081451327172254333643108825668832650990225374698638916015625	0.00049607094394178729603039901263628053129650652408599853515625	0.0109382783501133264147942014687941991724073886871337890625	-1.8126618717782574	18.41200832388905	hpo;pbl;tum
response to lipopolysaccharide (GO:0032496)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-4.102866938023221	18.322867079047786	Stat92E
cell cycle comprising mitosis without cytokinesis (GO:0033301)	2/21	0.000543650887919148811076863747615561806014738976955413818359375	0.004795000831446892021470151945550242089666426181793212890625	0.0031329774424607450232505012621686546481214463710784912109375	0.0293966606835146491982779792806468321941792964935302734375	-2.425852366851407	18.235625338002112	E(z);CycA
apposition of dorsal and ventral imaginal disc-derived wing surfaces (GO:0007475)	2/20	0.000492382614399583811055916005017252246034331619739532470703125	0.00443144352959625419108302679660482681356370449066162109375	0.0028670478317485291637478628246071821195073425769805908203125	0.0278912042068148492701684659778038621880114078521728515625	-2.381764705335658	18.14012608864062	pot;Dl
polarity specification of anterior/posterior axis (GO:0009949)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-3.8916762005430825	17.976510299248066	spn-A
regulation of cell proliferation (GO:0042127)	6/155	0.00000018319789389594267377196876341038933588833970134146511554718017578125	0.000010098783901013839382136520750332664420056971721351146697998046875	0.000020920771911876048852578502401655669018509797751903533935546875	0.0011357414075137072483057121274896417162381112575531005859375	-1.1552793336962568	17.921500427041906	Btk29A;CycA;hpo;Dl;CycE;Stat92E
positive regulation of cellular process (GO:0048522)	4/97	0.00001909711998183626804176903080101368459509103558957576751708984375	0.00054894467519147932717260562895944531192071735858917236328125	0.0004660365499988208142813361778422631687135435640811920166015625	0.0108169536078673682311102055564333568327128887176513671875	-1.6408154061866433	17.829055935363577	CycA;Dl;CycE;Stat92E
negative regulation of nervous system development (GO:0051961)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-4.084038703445046	17.696699387740438	Dl
lamellocyte differentiation (GO:0035171)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-3.798388035935367	17.54559170133529	Stat92E
negative regulation of cell development (GO:0010721)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.9278496222015344	17.541262639329457	Dl
compound eye cone cell fate commitment (GO:0042676)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-4.025072499067811	17.44119074331458	Dl
digestive tract mesoderm development (GO:0007502)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-3.718367993802768	17.17596148612309	thr
positive regulation of cell proliferation (GO:0008284)	4/73	0.000006168478938357571506978342668059411835201899521052837371826171875	0.000226691600984640743987608146881029824726283550262451171875	0.00016414813500705951521997649766859694864251650869846343994140625	0.006032443961509437353740725740181005676276981830596923828125	-1.4299816997274777	17.154143803297124	CycA;Dl;CycE;Stat92E
axonal defasciculation (GO:0007414)	2/13	0.00020360244560326497330164652321826679326477460563182830810546875	0.002290680711563304605693502935537253506481647491455078125	0.00132410108248656017103372928289672927348874509334564208984375	0.0176948053750476674839120505566825158894062042236328125	-1.9855948000153798	16.876247812502136	tok;pbl
stem cell fate commitment (GO:0048865)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.982513480350361	16.790886384346848	osa
regulation of cell cycle process (GO:0010564)	3/43	0.000048284471064666888520146292851364933085278607904911041259765625	0.000967884169978095311275001488837688157218508422374725341796875	0.000605697408179380254213131085094801164814271032810211181640625	0.012141479863959393770134198575760819949209690093994140625	-1.6817314572891142	16.713720855293243	CycA;CycE;tum
regulation of protein serine/threonine kinase activity (GO:0071900)	2/24	0.000712303753185733793361344989847339093103073537349700927734375	0.005817147317683492302453629463343531824648380279541015625	0.00399726218330882267226744630761459120549261569976806640625	0.033899858131522901671939251855292241089046001434326171875	-2.221985320717368	16.102741213090983	CycA;CycE
regulation of imaginal disc-derived wing size (GO:0044719)	2/27	0.0009030649487062011350479995286377743468619883060455322265625	0.006750027836939571923569047839919221587479114532470703125	0.00495963348355925315313896817315253429114818572998046875	0.03837190116227422176375938533965381793677806854248046875	-2.286407283353326	16.02706590333786	Btk29A;CycE
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-3.6660941730175955	15.885688461353794	hpo
mitotic sister chromatid segregation (GO:0000070)	4/76	0.0000072457614986030891859013214340023978365934453904628753662109375	0.000245798524683381682844063309545390438870526850223541259765625	0.00019038845646364175386196226913426698956754989922046661376953125	0.006458562253882000649130024072519518085755407810211181640625	-1.3265998786592448	15.700434106372384	glu;CycA;dmt;thr
post-embryonic appendage morphogenesis (GO:0035120)	6/161	0.0000002293308756339860032176535854786525447934764088131487369537353515625	0.000011237212906065315322335328163116940913823782466351985931396484375	0.00002575377341300923332632726026059089008413138799369335174560546875	0.0011357414075137072483057121274896417162381112575531005859375	-1.0208369432017619	15.60665727590647	cnk;cos;Dl;Stat92E;osa;alph
regulation of DNA metabolic process (GO:0051052)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-3.5760806702032175	15.495647618009222	CycE
polarity specification of dorsal/ventral axis (GO:0009951)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.4532726960131837	15.421864162926076	spn-A
regulation of stem cell differentiation (GO:2000736)	2/23	0.0006536192719967981630546649540747239370830357074737548828125	0.005438605640577132138702154406928457319736480712890625	0.0036981639344802717805915648341397172771394252777099609375	0.032001564590265006715608109288950799964368343353271484375	-2.081731721210229	15.265308586757412	Stat92E;tum
imaginal disc-derived wing margin morphogenesis (GO:0008587)	3/54	0.00009585378929916131378330401702214658143930137157440185546875	0.00156561189188630131390034261329446962918154895305633544921875	0.0011363077411097664663752748737124420586042106151580810546875	0.0167037237943135664919314109511105925776064395904541015625	-1.6433023248728547	15.20496132816437	pot;Dl;osa
mesodermal cell migration (GO:0008078)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.6020343904869736	15.186728306530675	pbl
wing disc morphogenesis (GO:0007472)	6/134	0.0000000771596224129400787954339148259907954496839010971598327159881591796875	0.0000056712322473510957848469478392861020665804971940815448760986328125	0.00000940022481890227923199444826085624526967876590788364410400390625	0.000690916524189317572679502887922353693284094333648681640625	-0.9098353414811956	14.900727806953283	cnk;cos;Dl;Stat92E;osa;alph
neuroblast fate commitment (GO:0014017)	2/31	0.0011914423484010064173410636811922813649289309978485107421875	0.007614870661519474760725589845833383151330053806304931640625	0.006391742024825897150464015794568695127964019775390625	0.04404309738981594668505437084604636766016483306884765625	-2.1995270115748915	14.808514988872915	CycE;osa
negative regulation of MAP kinase activity (GO:0043407)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.509013215009408	14.794536793183987	alph
cytoskeleton-dependent cytokinesis (GO:0061640)	3/69	0.00019909047721299464521298172581253993485006503760814666748046875	0.002290680711563304605693502935537253506481647491455078125	0.0022322092339353981522986902774619011324830353260040283203125	0.02374299362494235177134527248199447058141231536865234375	-1.732570800607024	14.764537259662616	pbl;tum;thr
regulation of DNA recombination (GO:0000018)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-3.3954034647862725	14.712748526533037	spn-A
negative regulation of multi-organism process (GO:0043901)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.478662089648777	14.66657180321424	Stat92E
wing disc dorsal/ventral pattern formation (GO:0048190)	3/52	0.000085596490844091742693396096530733530016732402145862579345703125	0.001539474659001660410140299717340894858352839946746826171875	0.00102386010953926993340135087606768138357438147068023681640625	0.01556973476920062333939132059867915813811123371124267578125	-1.5601479048809768	14.612136639267463	Su(H);Dl;osa
negative regulation of MAPK cascade (GO:0043409)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.465245248247269	14.610004346325253	alph
neuron fate specification (GO:0048665)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.2502987032042365	14.515408860592093	CycE
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.4328848298036596	14.473567869181485	spn-A
positive regulation of R7 cell differentiation (GO:0045678)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.038050625253921353807751160047700977884232997894287109375	0.032544818184330824573091689444481744430959224700927734375	0.10178911219354534745118456839918508194386959075927734375	-3.319301834537851	14.382989733530597	alph
chromatin-mediated maintenance of transcription (GO:0048096)	1/10	0.01638168388567036448666414116814848966896533966064453125	0.039694080184508963304867990018465206958353519439697265625	0.039636857064333348710238880130418692715466022491455078125	0.10340998548709186277694271893778932280838489532470703125	-3.491995739471373	14.357659667023734	esc
histone H3-K9 methylation (GO:0051567)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.1877687288652963	14.236158174285242	E(z)
mitotic cell cycle, embryonic (GO:0045448)	2/31	0.0011914423484010064173410636811922813649289309978485107421875	0.007614870661519474760725589845833383151330053806304931640625	0.006391742024825897150464015794568695127964019775390625	0.04404309738981594668505437084604636766016483306884765625	-2.114278513262753	14.234571746352644	E(z);CycA
ribosomal subunit export from nucleus (GO:0000054)	1/12	0.0196266486312824083027006594193153432570397853851318359375	0.04263720219899282126707618090222240425646305084228515625	0.046678686982218518808362972549730329774320125579833984375	0.10665959046196045456600387524304096587002277374267578125	-3.61210026705944	14.198685784371115	mbo
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/26	0.000837034353237978210986180993558036789181642234325408935546875	0.006476002627683305305772432092226154054515063762664794921875	0.00462807508543322011773657465028009028173983097076416015625	0.037108747503200915918153413031177478842437267303466796875	-2.001463801326689	14.181662867246825	CycA;CycE
response to X-ray (GO:0010165)	1/11	0.01800546599960371751958376762559055350720882415771484375	0.0409299510609548444772798347912612371146678924560546875	0.043164026662621889085524884421829483471810817718505859375	0.10345291172943615887191981528303585946559906005859375	-3.5123291924104514	14.109307002907366	Stat92E
regulation of histone methylation (GO:0031060)	2/27	0.0009030649487062011350479995286377743468619883060455322265625	0.006750027836939571923569047839919221587479114532470703125	0.00495963348355925315313896817315253429114818572998046875	0.03837190116227422176375938533965381793677806854248046875	-2.0098738961379485	14.088645371859343	E(z);esc
negative regulation of response to biotic stimulus (GO:0002832)	1/9	0.01475529825588725064966499900265262112952768802642822265625	0.03919931645088119143149896217437344603240489959716796875	0.036097135261566860864324013391524204052984714508056640625	0.10340998548709186277694271893778932280838489532470703125	-3.3287348537244807	14.034455629158613	Stat92E
hippo signaling (GO:0035329)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.1392665611292965	14.019553837391834	hpo
regulation of compound eye cone cell fate specification (GO:0042682)	1/6	0.009860479780294202634127742612690781243145465850830078125	0.036237263192581199711117534434379194863140583038330078125	0.02540222522180542175096462642613914795219898223876953125	0.10063086154755711276731489078883896581828594207763671875	-3.030940177797135	14.000580858955196	Su(H)
dorsal/ventral pattern formation, imaginal disc (GO:0007450)	3/57	0.00011269323204377026622670376898582844660268165171146392822265625	0.00162381122801098158429933260293864805134944617748260498046875	0.00131915358759729785080583308598534131306223571300506591796875	0.0176948053750476674839120505566825158894062042236328125	-1.533063229733859	13.93683435814912	Su(H);Dl;osa
mitotic nuclear division (GO:0140014)	3/67	0.00018244222454948520631239083922281452032621018588542938232421875	0.002290680711563304605693502935537253506481647491455078125	0.002058911201702091735288302487560940789990127086639404296875	0.0236427413898001488601341435469294083304703235626220703125	-1.6111641622971746	13.870636353599163	glu;CycA;thr
second mitotic wave involved in compound eye morphogenesis (GO:0016330)	1/10	0.01638168388567036448666414116814848966896533966064453125	0.039694080184508963304867990018465206958353519439697265625	0.039636857064333348710238880130418692715466022491455078125	0.10340998548709186277694271893778932280838489532470703125	-3.368114897696522	13.84831226279781	Dl
mesoderm development (GO:0007498)	4/83	0.000010294240155135725724145322190761220326749025844037532806396484375	0.0003242685648867753831804672248750875951373018324375152587890625	0.0002632409060903149002931533662064111922518350183963775634765625	0.00822290233098406375678024460285087116062641143798828125	-1.2014037447547257	13.796831733784408	Pde8;CG16719;Dl;thr
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/10	0.01638168388567036448666414116814848966896533966064453125	0.039694080184508963304867990018465206958353519439697265625	0.039636857064333348710238880130418692715466022491455078125	0.10340998548709186277694271893778932280838489532470703125	-3.344422818789145	13.750900114807079	hpo
mitotic cytokinesis (GO:0000281)	3/65	0.0001667257959543971194797673529564008276793174445629119873046875	0.0021625316475261508429583923174277515499852597713470458984375	0.00189428403879099600815028026090658386237919330596923828125	0.0228401016841923189260032955871793092228472232818603515625	-1.5686437230747967	13.645882785556218	pbl;tum;thr
regulation of mitotic cell cycle (GO:0007346)	4/100	0.000021537486321766095430547960365430526508134789764881134033203125	0.00054894467519147932717260562895944531192071735858917236328125	0.00052087039762444410466446509389015773194842040538787841796875	0.0109382783501133264147942014687941991724073886871337890625	-1.2534084802652354	13.468771048527985	CycA;hpo;Dl;CycE
imaginal disc-derived appendage morphogenesis (GO:0035114)	6/170	0.00000031611933203566084135577069109956926951099376310594379901885986328125	0.00001394086254277264108679228182818832237899187020957469940185546875	0.000034657832866573522645654847895713146499474532902240753173828125	0.00138946402674172014325704171966435751528479158878326416015625	-0.8993240788406471	13.46031484474042	cnk;cos;Dl;Stat92E;osa;alph
negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-3.006943218213021	13.4286150961812	cos
negative regulation of intracellular protein transport (GO:0090317)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.036468797210051508150829846499618724919855594635009765625	0.0289798626225391230126771091590853757224977016448974609375	0.10063086154755711276731489078883896581828594207763671875	-2.9955024873642486	13.37752228868932	mbo
