Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
intraciliary transport (GO:0042073)	Jan-21	0.009412282	0.025637317	0.022111047	0.059646122	-2.16305839	10.09226777	cos
tube fusion (GO:0035146)	Jan-22	0.009858515	0.025637317	0.023105847	0.059646122	-2.176214915	10.05285016	mbo
chitin-based embryonic cuticle biosynthetic process (GO:0008362)	Jan-21	0.009412282	0.025637317	0.022111047	0.059646122	-2.12584323	9.91863151	pot
negative regulation of JNK cascade (GO:0046329)	Jan-26	0.011641661	0.025637317	0.0270762	0.059646122	-2.207618551	9.830890069	alph
wing disc morphogenesis (GO:0007472)	3/134	2.39861E-05	0.001822944	0.000269499	0.016288831	-0.913383962	9.716611125	cos;osa;alph
nuclear import (GO:0051170)	Jan-41	0.018303062	0.029914683	0.041839559	0.069126228	-2.42087337	9.685156351	mbo
"branch fusion, open tracheal system (GO:0035147)"	Jan-22	0.009858515	0.025637317	0.023105847	0.059646122	-2.077556814	9.597106974	mbo
regulation of stem cell differentiation (GO:2000736)	Jan-23	0.010304569	0.025637317	0.024099762	0.059646122	-2.07146026	9.477278437	tum
response to UV (GO:0009411)	Jan-28	0.012532163	0.026094366	0.029056076	0.061340606	-2.150002194	9.415842006	alph
adult chitin-containing cuticle pigmentation (GO:0048085)	Jan-26	0.011641661	0.025637317	0.0270762	0.059646122	-2.099818542	9.35083882	osa
neuroblast fate commitment (GO:0014017)	Jan-31	0.013866578	0.027351285	0.032019281	0.063784363	-2.172131743	9.292974243	osa
sensory organ precursor cell fate determination (GO:0016360)	Jan-24	0.010750445	0.025637317	0.025092792	0.059646122	-2.048617887	9.28599184	Su(H)
positive regulation of nucleic acid-templated transcription (GO:1903508)	2/135	0.001578392	0.021810514	0.007833279	0.058009275	-1.435936392	9.263725912	Su(H);osa
cell fate determination involved in pattern specification (GO:0060582)	Jan-24	0.010750445	0.025637317	0.025092792	0.059646122	-2.034391685	9.221507199	Su(H)
regulation of protein export from nucleus (GO:0046825)	01-Aug	0.003594963	0.022758996	0.00909774	0.058009275	-1.637732246	9.217519842	mbo
Rho protein signal transduction (GO:0007266)	Jan-26	0.011641661	0.025637317	0.0270762	0.059646122	-2.02982104	9.039128381	tum
imaginal disc-derived appendage morphogenesis (GO:0035114)	3/170	4.88138E-05	0.001854924	0.000535817	0.016288831	-0.904595795	8.980372504	cos;osa;alph
regulation of cell division (GO:0051302)	Jan-26	0.011641661	0.025637317	0.0270762	0.059646122	-2.014392984	8.970424697	tum
smoothened signaling pathway (GO:0007224)	Jan-29	0.012977146	0.026300349	0.030044692	0.061713421	-2.052772368	8.918403924	cos
mRNA transport (GO:0051028)	Jan-33	0.014755298	0.027351285	0.033990351	0.063784363	-2.098388559	8.847127336	mbo
nuclear export (GO:0051168)	Jan-31	0.013866578	0.027351285	0.032019281	0.063784363	-2.047280117	8.758824807	mbo
protein import (GO:0017038)	Jan-40	0.017860214	0.029914683	0.04086147	0.069126228	-2.155353263	8.675684271	mbo
establishment of protein localization to organelle (GO:0072594)	Jan-41	0.018303062	0.029914683	0.041839559	0.069126228	-2.160115658	8.641946391	mbo
sensory organ boundary specification (GO:0008052)	Jan-27	0.012087001	0.025876396	0.028066579	0.060944573	-1.947233241	8.598251227	Su(H)
negative regulation of neural precursor cell proliferation (GO:2000178)	Jan-33	0.014755298	0.027351285	0.033990351	0.063784363	-2.036405842	8.585798716	osa
negative regulation of neuroblast proliferation (GO:0007406)	Jan-33	0.014755298	0.027351285	0.033990351	0.063784363	-2.003079813	8.445291077	osa
hemopoiesis (GO:0030097)	Jan-28	0.012532163	0.026094366	0.029056076	0.061340606	-1.850094617	8.102409689	Su(H)
regulation of cytoskeleton organization (GO:0051493)	Jan-33	0.014755298	0.027351285	0.033990351	0.063784363	-1.899198534	8.007311703	tum
mRNA export from nucleus (GO:0006406)	Jan-33	0.014755298	0.027351285	0.033990351	0.063784363	-1.845369668	7.780360968	mbo
positive regulation of photoreceptor cell differentiation (GO:0046534)	01-Nov	0.00494011	0.023343909	0.012114183	0.058009275	-1.443833345	7.667285963	alph
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	Jan-29	0.012977146	0.026300349	0.030044692	0.061713421	-1.719725469	7.471459871	Pde8
RNA export from nucleus (GO:0006405)	Jan-39	0.017417188	0.029914683	0.039882508	0.069126228	-1.844114966	7.469214729	mbo
negative regulation of canonical Wnt signaling pathway (GO:0090090)	Jan-35	0.015643306	0.028306935	0.035957909	0.065850629	-1.735096636	7.214032419	tum
negative regulation of stem cell proliferation (GO:2000647)	Jan-38	0.016973984	0.029914683	0.038902671	0.069126228	-1.766821965	7.201696139	osa
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	Jan-23	0.010304569	0.025637317	0.024099762	0.059646122	-1.547167697	7.078551948	Su(H)
Wnt signaling pathway (GO:0016055)	Jan-35	0.015643306	0.028306935	0.035957909	0.065850629	-1.683951434	7.001385388	osa
negative regulation of Wnt signaling pathway (GO:0030178)	Jan-40	0.017860214	0.029914683	0.04086147	0.069126228	-1.711901203	6.890710028	tum
regulation of proteolysis (GO:0030162)	Jan-44	0.019630543	0.031408869	0.044768592	0.072391766	-1.740076525	6.839664138	cos
negative regulation of multicellular organismal process (GO:0051241)	Jan-51	0.022721796	0.033531194	0.051572553	0.076853216	-1.794650825	6.791731571	Su(H)
positive regulation of gene expression (GO:0010628)	2/204	0.003555491	0.022758996	0.017140363	0.059646122	-1.190106981	6.711325111	Su(H);osa
protein localization to nucleus (GO:0034504)	Jan-47	0.020956429	0.032175527	0.047689787	0.073967833	-1.718702939	6.643319356	mbo
neuron differentiation (GO:0030182)	Jan-45	0.020072682	0.031781747	0.045743194	0.07318911	-1.661144498	6.492409637	osa
regulation of cell differentiation (GO:0045595)	Jan-46	0.020514644	0.032146659	0.046716925	0.073967833	-1.662794593	6.46264457	tum
regulation of smoothened signaling pathway (GO:0008589)	Jan-40	0.017860214	0.029914683	0.04086147	0.069126228	-1.578787234	6.354902379	cos
positive regulation of MAPK cascade (GO:0043410)	Jan-38	0.016973984	0.029914683	0.038902671	0.069126228	-1.517469037	6.185315286	Pde8
negative regulation of neurogenesis (GO:0050768)	Jan-41	0.018303062	0.029914683	0.041839559	0.069126228	-1.543771525	6.176146501	osa
negative regulation of small GTPase mediated signal transduction (GO:0051058)	Jan-19	0.008519279	0.025637317	0.020118786	0.059646122	-1.273965139	6.070983431	alph
regulation of cell cycle process (GO:0010564)	Jan-43	0.019188227	0.031027772	0.043793119	0.071575851	-1.518995282	6.005284593	tum
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	Jan-50	0.02228072	0.033202641	0.050603162	0.076155254	-1.553765658	5.910576716	osa
synaptic target recognition (GO:0008039)	Jan-47	0.020956429	0.032175527	0.047689787	0.073967833	-1.521661788	5.881694259	pot
regulation of JNK cascade (GO:0046328)	Jan-49	0.021839466	0.032867316	0.049632905	0.075442015	-1.513640485	5.788216562	alph
negative regulation of intracellular signal transduction (GO:1902532)	Jan-54	0.024043964	0.0348065	0.05447553	0.078859815	-1.548411275	5.772277935	alph
Notch signaling pathway (GO:0007219)	Jan-60	0.026683531	0.038172888	0.060258168	0.086159971	-1.556460976	5.640161208	Su(H)
regulation of neuroblast proliferation (GO:1902692)	Jan-49	0.021839466	0.032867316	0.049632905	0.075442015	-1.439629335	5.505195215	osa
cytoskeleton-dependent cytokinesis (GO:0061640)	Jan-69	0.030630984	0.040700357	0.068874105	0.092644814	-1.569151759	5.469660131	tum
mitotic cytokinesis (GO:0000281)	Jan-65	0.028878321	0.039904589	0.065053371	0.089891931	-1.469571213	5.20913634	tum
protein import into nucleus (GO:0006606)	Jan-54	0.024043964	0.0348065	0.05447553	0.078859815	-1.367650814	5.098426205	mbo
eye morphogenesis (GO:0048592)	1/114	0.050155588	0.059559761	0.110925292	0.133814638	-1.656502411	4.957291098	alph
branching involved in open tracheal system development (GO:0060446)	Jan-61	0.027122841	0.038172888	0.061218927	0.086159971	-1.320067303	4.761983135	mbo
regulation of canonical Wnt signaling pathway (GO:0060828)	Jan-68	0.030193082	0.040613703	0.067920205	0.09217742	-1.335603996	4.674804251	tum
regulation of programmed cell death (GO:0043067)	Jan-63	0.028000933	0.039047173	0.063137866	0.088045464	-1.274891772	4.558397759	cos
leg disc morphogenesis (GO:0007478)	Jan-61	0.027122841	0.038172888	0.061218927	0.086159971	-1.247872518	4.501549178	osa
imaginal disc-derived leg morphogenesis (GO:0007480)	Jan-68	0.030193082	0.040613703	0.067920205	0.09217742	-1.261396733	4.415068259	osa
long-term memory (GO:0007616)	Jan-74	0.032817859	0.042635167	0.073630805	0.097320716	-1.275039338	4.356532025	Su(H)
cilium organization (GO:0044782)	Jan-77	0.034127877	0.043961333	0.076474607	0.100208105	-1.264385468	4.270639832	cos
regulation of Ras protein signal transduction (GO:0046578)	Jan-70	0.03106871	0.040710724	0.069827151	0.093102868	-1.219581687	4.233843771	alph
"positive regulation of transcription, DNA-templated (GO:0045893)"	2/379	0.011806659	0.025637317	0.053729308	0.078859815	-0.914869166	4.061188009	Su(H);osa
Ras protein signal transduction (GO:0007265)	Jan-85	0.037613553	0.047250083	0.084020768	0.107320644	-1.215918574	3.988688147	tum
positive regulation of signal transduction (GO:0009967)	1/107	0.047141578	0.058256259	0.10449523	0.131266735	-1.29193821	3.946354326	cos
somatic muscle development (GO:0007525)	Jan-85	0.037613553	0.047250083	0.084020768	0.107320644	-1.13067194	3.70904587	tum
protein dephosphorylation (GO:0006470)	1/108	0.047572671	0.058314887	0.105416294	0.131338333	-1.206213567	3.673519585	alph
mesoderm development (GO:0007498)	Jan-83	0.036743184	0.04693247	0.082139304	0.10671089	-1.077279576	3.559118994	Pde8
respiratory system development (GO:0060541)	1/112	0.049295308	0.059467356	0.109092267	0.133726005	-1.167193395	3.513166174	mbo
negative regulation of nucleic acid-templated transcription (GO:1903507)	1/132	0.057867022	0.067659903	0.127274591	0.150423376	-1.145989599	3.265620693	Su(H)
phosphate-containing compound metabolic process (GO:0006796)	1/112	0.049295308	0.059467356	0.109092267	0.133726005	-1.072271778	3.227459096	alph
dorsal closure (GO:0007391)	1/107	0.047141578	0.058256259	0.10449523	0.131266735	-0.983393976	3.00387514	alph
compound eye morphogenesis (GO:0001745)	1/131	0.057440074	0.067659903	0.126373248	0.150423376	-1.050810448	3.002179182	alph
"regulation of transcription, DNA-templated (GO:0006355)"	2/623	0.030161461	0.040613703	0.127661944	0.150423376	-0.846228762	2.962807927	Su(H);osa
dephosphorylation (GO:0016311)	1/143	0.062552123	0.072029717	0.137135792	0.157913942	-1.067733133	2.959494765	alph
morphogenesis of embryonic epithelium (GO:0016331)	1/114	0.050155588	0.059559761	0.110925292	0.133814638	-0.986609833	2.952553591	alph
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/179	0.077740726	0.083078619	0.168730562	0.180267266	-1.112300796	2.841234476	Su(H)
dendrite morphogenesis (GO:0048813)	1/141	0.06170183	0.071592963	0.135350133	0.157047483	-1.018456863	2.836852207	tum
regulation of transcription from RNA polymerase II promoter (GO:0006357)	2/630	0.030793033	0.040700357	0.130069504	0.152081266	-0.8034931	2.796531057	Su(H);osa
cellular protein localization (GO:0034613)	1/164	0.071438933	0.078686361	0.155691302	0.171486071	-1.045576681	2.759185145	tum
regulation of apoptotic process (GO:0042981)	1/152	0.06636997	0.07528534	0.145131389	0.16462665	-1.013287804	2.748553887	cos
open tracheal system development (GO:0007424)	1/155	0.067639511	0.07615708	0.147782143	0.166391746	-1.018782524	2.744154889	mbo
negative regulation of signal transduction (GO:0009968)	1/146	0.063826278	0.072944317	0.139808231	0.159780835	-0.897014186	2.468215533	cos
neuron projection morphogenesis (GO:0048812)	1/180	0.078159491	0.083078619	0.169593546	0.180267266	-0.967690866	2.466647684	tum
gene expression (GO:0010467)	1/164	0.071438933	0.078686361	0.155691302	0.171486071	-0.920976288	2.430375636	mbo
intracellular protein transport (GO:0006886)	1/173	0.075224585	0.081672407	0.163536159	0.177553544	-0.934175129	2.416969984	mbo
regulation of nucleic acid-templated transcription (GO:1903506)	1/246	0.105427082	0.109013038	0.224845974	0.232493796	-1.068785878	2.404485774	osa
chitin-based cuticle development (GO:0040003)	1/178	0.077321792	0.083078619	0.167866794	0.180267266	-0.925138483	2.368150473	pot
compound eye development (GO:0048749)	1/198	0.085668408	0.089804124	0.184993783	0.193924517	-0.950048703	2.334527277	alph
embryonic development via the syncytial blastoderm (GO:0001700)	1/166	0.072281377	0.079041506	0.157440144	0.172164762	-0.887429884	2.331445816	alph
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	1/192	0.083171499	0.087792138	0.179888376	0.189882175	-0.93690089	2.329932496	Su(H)
regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/266	0.113547205	0.116616048	0.240941	0.247452919	-1.067794566	2.323026187	osa
cell morphogenesis involved in neuron differentiation (GO:0048667)	1/160	0.069752004	0.077958122	0.152184085	0.170088095	-0.856330449	2.280244541	tum
negative regulation of gene expression (GO:0010629)	1/245	0.105019346	0.109013038	0.224033444	0.232493796	-0.819983876	1.847924431	Su(H)
"negative regulation of transcription, DNA-templated (GO:0045892)"	1/279	0.118790086	0.121181833	0.251245261	0.25630389	-0.825620428	1.758899549	Su(H)
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	1/305	0.129193232	0.130915808	0.271487223	0.275107053	-0.849042477	1.737519644	Su(H)
cellular protein modification process (GO:0006464)	1/391	0.162830369	0.163908716	0.335072009	0.337291029	-0.775912559	1.408317221	alph
regulation of gene expression (GO:0010468)	1/458	0.188230382	0.188230382	0.381189251	0.381189251	-0.783741618	1.308917967	osa
